NAME,LATITUDE,LONGITUDE,NAICS_DESC,OPER_CAP,SUMMER_CAP,WINTER_CAP,GEN_UNITS,LINES
JOLIET 9,41.4931,-88.1153,FOSSIL FUEL ELECTRIC POWER GENERATION,360.4,314,314,1,1
KINCAID GENERATION LLC,39.59223094,-89.49687681,FOSSIL FUEL ELECTRIC POWER GENERATION,1319,1108,1108,2,1
LOMBARD,41.89,-88.06167,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
POWERTON,40.5408,-89.6786,FOSSIL FUEL ELECTRIC POWER GENERATION,1785.6,1538,1538,2,1
QUAD CITIES GENERATING STATION,41.72611,-90.31028,NUCLEAR ELECTRIC POWER GENERATION,2018.6,1819,1819,2,1
SABROOKE,42.23268727,-89.09587121,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
WAUKEGAN,42.38261472,-87.81415661,FOSSIL FUEL ELECTRIC POWER GENERATION,793.7,796.8,832.7,6,1
WILL COUNTY,41.63332386,-88.06267157,FOSSIL FUEL ELECTRIC POWER GENERATION,598.4,510,520,1,1
FISK STREET,41.85077741,-87.6532887,FOSSIL FUEL ELECTRIC POWER GENERATION,260,197.2,263.7,8,1
JOPPA STEAM,37.2096784,-88.85900778,FOSSIL FUEL ELECTRIC POWER GENERATION,1099.8,948,1002,6,1
BALDWIN ENERGY COMPLEX,38.20461845,-89.85484734,FOSSIL FUEL ELECTRIC POWER GENERATION,1259.6,1157,1185,2,1
HAVANA,40.28048942,-90.07956582,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
HENNEPIN POWER STATION,41.30277369,-89.31511841,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
OGLESBY,41.2897,-89.0725,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
STALLINGS,38.7314,-90.0461,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
VERMILION,40.1781,-87.7481,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
WOOD RIVER,38.86387369,-90.13409478,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
MOLINE,41.50974585,-90.53306682,FOSSIL FUEL ELECTRIC POWER GENERATION,75.6,67.2,83.2,8,1
ROCKTON,42.4511,-89.0756,HYDROELECTRIC POWER GENERATION,1.1,1.1,1.1,2,0
VENICE,38.66434184,-90.17780416,FOSSIL FUEL ELECTRIC POWER GENERATION,586,488,567,4,1
BREESE,38.60711599,-89.5243202,FOSSIL FUEL ELECTRIC POWER GENERATION,16.9,17,17,7,0
BUSHNELL,40.54861409,-90.51383119,FOSSIL FUEL ELECTRIC POWER GENERATION,10.8,10.8,10.8,7,0
CARLYLE,38.61084911,-89.3583514,FOSSIL FUEL ELECTRIC POWER GENERATION,12.3,12.3,12.3,5,0
CARMI,38.09836468,-88.1629537,FOSSIL FUEL ELECTRIC POWER GENERATION,13.4,11.8,11.8,7,0
FAIRFIELD,38.38034492,-88.36707847,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
FARMER CITY,40.24601943,-88.63876629,FOSSIL FUEL ELECTRIC POWER GENERATION,11.3,9.7,9.7,6,0
FREEBURG,38.42569784,-89.91454253,FOSSIL FUEL ELECTRIC POWER GENERATION,15.7,15.8,15.8,11,0
GENESEO,41.45140389,-90.14849588,FOSSIL FUEL ELECTRIC POWER GENERATION,33.6,27.2,27.2,11,0
HIGHLAND,38.74154323,-89.68512145,FOSSIL FUEL ELECTRIC POWER GENERATION,17.6,16.8,16.8,7,1
MCLEANSBORO,38.09470758,-88.54129149,FOSSIL FUEL ELECTRIC POWER GENERATION,9.2,8.4,8.4,6,0
MARSHALL (IL),39.3923558,-87.68619401,FOSSIL FUEL ELECTRIC POWER GENERATION,16.9,16.9,16.9,9,0
PERU (IL),41.35375259,-89.13949724,FOSSIL FUEL ELECTRIC POWER GENERATION,36.5,34.3,34.3,12,1
C H CORN HYDROELECTRIC FACILITY,30.38828531,-84.64639551,HYDROELECTRIC POWER GENERATION,0,0,0,0,1
PRINCETON (IL),41.37575647,-89.46459216,FOSSIL FUEL ELECTRIC POWER GENERATION,37.9,37.7,37.7,8,0
RANTOUL,40.31226883,-88.15946682,FOSSIL FUEL ELECTRIC POWER GENERATION,14.4,14.4,14.4,8,0
RED BUD,38.2165489,-89.99973323,FOSSIL FUEL ELECTRIC POWER GENERATION,15,14.3,14.4,6,0
NORTH NINTH STREET,41.92051202,-89.0702824,FOSSIL FUEL ELECTRIC POWER GENERATION,18,14.6,14.6,9,0
SOUTH MAIN STREET,41.90948554,-89.05064746,FOSSIL FUEL ELECTRIC POWER GENERATION,15.8,14.4,14.4,8,0
DALLMAN,39.75517211,-89.60153151,FOSSIL FUEL ELECTRIC POWER GENERATION,437.4,355,355,2,1
LAKESIDE,39.75737395,-89.60035178,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.1,5.1,3,1
REYNOLDS,39.80687,-89.64165,FOSSIL FUEL ELECTRIC POWER GENERATION,17.5,13.6,14.9,1,1
SULLIVAN (IL),39.59724583,-88.61265384,FOSSIL FUEL ELECTRIC POWER GENERATION,25.4,24.5,25.3,13,0
WATERLOO,38.33479,-90.15894,FOSSIL FUEL ELECTRIC POWER GENERATION,30.2,28.3,29.1,13,0
WINNETKA,42.11559,-87.73103,FOSSIL FUEL ELECTRIC POWER GENERATION,33.4,33.4,33.4,5,0
MARION,37.61975,-88.95311,FOSSIL FUEL ELECTRIC POWER GENERATION,249,260,300,5,1
STATE LINE ENERGY,41.70792336,-87.52120507,NOT AVAILABLE,0,0,0,0,0
CLIFTY CREEK,38.7378,-85.4206,FOSSIL FUEL ELECTRIC POWER GENERATION,1303.8,1173,1198.2,6,1
ELKHART,41.69291897,-85.96505949,HYDROELECTRIC POWER GENERATION,3.4,1.4,2.1,3,1
TANNERS CREEK,39.08159036,-84.85915254,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
TWIN BRANCH,41.6652784,-86.13254264,HYDROELECTRIC POWER GENERATION,4.8,4,4.8,8,1
HARDING STREET,39.71159126,-86.19741252,FOSSIL FUEL ELECTRIC POWER GENERATION,1064.7,966,979,10,1
EAGLE VALLEY (IN),39.48131527,-86.42045341,FOSSIL FUEL ELECTRIC POWER GENERATION,644,644,644,3,1
CC PERRY K,39.76287157,-86.16673807,FOSSIL FUEL ELECTRIC POWER GENERATION,8.4,6.4,8.4,3,1
AES PETERSBURG,38.52830939,-87.25171954,FOSSIL FUEL ELECTRIC POWER GENERATION,2154.8,1710.5,1741.2,7,1
BAILLY,41.64390069,-87.12277126,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
DEAN H MITCHELL,41.63888591,-87.40677627,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
MICHIGAN CITY,41.72181365,-86.90982066,FOSSIL FUEL ELECTRIC POWER GENERATION,540,455,455,1,1
NORWAY (IN),40.78018103,-86.76016656,HYDROELECTRIC POWER GENERATION,7.3,4,4,4,1
OAKDALE,40.65657846,-86.75328303,HYDROELECTRIC POWER GENERATION,11.8,6,6,3,1
CAYUGA,39.92399061,-87.42687464,FOSSIL FUEL ELECTRIC POWER GENERATION,1184.9,1089,1115,7,1
CONNERSVILLE,39.65511966,-85.17503857,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
EDWARDSPORT,38.79670745,-87.25036944,FOSSIL FUEL ELECTRIC POWER GENERATION,804.5,595,618,3,1
MARKLAND,38.77895748,-84.96395717,HYDROELECTRIC POWER GENERATION,77.7,50.8,50.8,3,1
MIAMI WABASH,40.78868554,-85.81736456,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
NOBLESVILLE,40.09698923,-85.97131077,FOSSIL FUEL ELECTRIC POWER GENERATION,283,264,310,5,1
R GALLAGHER,38.26387126,-85.83855686,FOSSIL FUEL ELECTRIC POWER GENERATION,300,280,280,2,1
WABASH RIVER,39.52859612,-87.42341509,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
BROADWAY (IN),37.96912,-87.60488,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
F B CULLEY,37.91007683,-87.32496587,FOSSIL FUEL ELECTRIC POWER GENERATION,368.9,360,360,2,1
NORTHEAST (IN),38.02105003,-87.51732135,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
BUTLER-WARNER GENERATION PLANT,35.09807495,-78.82978029,FOSSIL FUEL ELECTRIC POWER GENERATION,303.4,225,265,9,1
CRAWFORDSVILLE POWER PLANT,40.04889,-86.8992,FOSSIL FUEL ELECTRIC POWER GENERATION,24.9,24.1,24.1,3,1
LOGANSPORT,40.75875055,-86.36046132,NOT AVAILABLE,0,0,0,0,1
PERU (IN),40.7551,-86.0575,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,1
RENSSELAER CITY LIGHT PLANT,40.93953952,-87.15458897,FOSSIL FUEL ELECTRIC POWER GENERATION,21.8,21.1,21.1,6,1
WHITEWATER VALLEY,39.80297132,-84.89529048,FOSSIL FUEL ELECTRIC POWER GENERATION,93.9,99.7,99.7,2,1
FRANK E RATTS,38.51996437,-87.26701378,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
DUBUQUE,42.5031,-90.65861,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
LANSING,43.33622336,-91.16607053,FOSSIL FUEL ELECTRIC POWER GENERATION,274.5,241.4,242.8,1,1
MILTON L KAPP,41.80791929,-90.23383342,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
AMES DIESEL GENERATING STATION,42.01332,-93.57542,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
SIXTH STREET,41.98460569,-91.66854583,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
DUANE ARNOLD ENERGY CENTER,42.10071379,-91.77700192,NUCLEAR ELECTRIC POWER GENERATION,0,0,0,0,1
IOWA HYDRO LLC,42.06997941,-90.69787867,HYDROELECTRIC POWER GENERATION,1.2,1.2,1.2,2,0
MARSHALLTOWN,42.04721458,-92.86008842,FOSSIL FUEL ELECTRIC POWER GENERATION,189,169.6,204.8,3,0
PRAIRIE CREEK,41.94404,-91.63917,FOSSIL FUEL ELECTRIC POWER GENERATION,213.4,148.6,155.3,3,1
SUTHERLAND,42.04721528,-92.85955884,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
CORALVILLE GT,41.67188,-91.564,FOSSIL FUEL ELECTRIC POWER GENERATION,72,66.5,80,4,1
RIVERSIDE,41.54,-90.4481,FOSSIL FUEL ELECTRIC POWER GENERATION,136,116.5,116.5,1,1
WALTER SCOTT JR ENERGY CENTER,41.18011449,-95.83713023,FOSSIL FUEL ELECTRIC POWER GENERATION,1648.3,1521.3,1521.3,2,1
RIVER HILLS,41.59022,-93.6195,FOSSIL FUEL ELECTRIC POWER GENERATION,128,118,128,8,1
GEORGE NEAL NORTH,42.3247674,-96.37973563,FOSSIL FUEL ELECTRIC POWER GENERATION,584.1,505.8,505.8,1,1
MERL PARR,43.05682969,-92.69310493,FOSSIL FUEL ELECTRIC POWER GENERATION,36,33.3,36,2,1
BURLINGTON (IA),40.74100964,-91.11688415,FOSSIL FUEL ELECTRIC POWER GENERATION,290.8,244.9,257.8,5,1
CENTERVILLE,40.7478,-92.87306,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
KEOKUK,40.398473,-91.37098493,HYDROELECTRIC POWER GENERATION,124.8,146,146,15,1
ALGONA,43.07348751,-94.2397324,FOSSIL FUEL ELECTRIC POWER GENERATION,16.1,16.1,16.1,4,1
ALTA MUNICIPAL UTILITIES,42.67271284,-95.30385246,FOSSIL FUEL ELECTRIC POWER GENERATION,5,4.9,5.2,3,0
AMES ELECTRIC SERVICES POWER PLANT,42.02529151,-93.6086338,FOSSIL FUEL ELECTRIC POWER GENERATION,108.8,95.2,95.2,2,1
ANITA,41.44413588,-94.76620169,FOSSIL FUEL ELECTRIC POWER GENERATION,2.9,2.7,2.9,5,0
ATLANTIC,41.40892424,-95.00020203,FOSSIL FUEL ELECTRIC POWER GENERATION,10,9.8,10,1,1
BANCROFT,43.29353643,-94.21772128,FOSSIL FUEL ELECTRIC POWER GENERATION,4.2,4.1,4.1,3,0
BELLEVUE,42.26577498,-90.42639733,FOSSIL FUEL ELECTRIC POWER GENERATION,8,7,7.1,5,0
BLOOMFIELD,40.75143503,-92.41529368,FOSSIL FUEL ELECTRIC POWER GENERATION,8.5,6.9,6.9,6,0
BROOKLYN,41.72791421,-92.44849011,FOSSIL FUEL ELECTRIC POWER GENERATION,2.3,2,2,1,0
CASCADE,42.29819907,-91.01197029,FOSSIL FUEL ELECTRIC POWER GENERATION,7.2,6.8,6.9,5,0
GAS TURBINE (IA),42.51210512,-92.47569577,FOSSIL FUEL ELECTRIC POWER GENERATION,43.4,42.4,42.4,2,1
STREETER STATION,42.52676306,-92.43995142,FOSSIL FUEL ELECTRIC POWER GENERATION,51.5,55.9,55.9,2,1
COGGON,42.28079658,-91.53220242,FOSSIL FUEL ELECTRIC POWER GENERATION,2,1.8,1.8,1,0
CORNING,40.98738022,-94.73556074,FOSSIL FUEL ELECTRIC POWER GENERATION,6.8,6.8,6.8,3,0
DAYTON (IA),42.26028345,-94.06875518,FOSSIL FUEL ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
ESTHERVILLE,43.402977,-94.84368029,FOSSIL FUEL ELECTRIC POWER GENERATION,15.6,13.7,13.9,5,1
FOREST CITY LIGHT PLANT,43.26311884,-93.63524452,FOSSIL FUEL ELECTRIC POWER GENERATION,22,21.2,21.2,6,1
GOWRIE,42.28264594,-94.2888638,FOSSIL FUEL ELECTRIC POWER GENERATION,2.5,2.2,2.2,1,0
GRAETTINGER,43.24076096,-94.75191416,FOSSIL FUEL ELECTRIC POWER GENERATION,3.6,3.6,3.6,3,1
GRAND JUNCTION,42.03004137,-94.2382492,FOSSIL FUEL ELECTRIC POWER GENERATION,1.7,1.7,1.7,1,0
GREENFIELD,41.30386485,-94.46077391,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
GRUNDY CENTER CITY LIGHT PLANT,42.36322171,-92.77244835,FOSSIL FUEL ELECTRIC POWER GENERATION,8.7,8.7,8.7,3,0
HARLAN,41.64496627,-95.31472145,FOSSIL FUEL ELECTRIC POWER GENERATION,3.4,3.2,3.2,2,1
INDEPENDENCE,42.47507561,-91.8870869,NOT AVAILABLE,0,0,0,0,0
INDIANOLA,41.3595685,-93.56253795,FOSSIL FUEL ELECTRIC POWER GENERATION,50,51.2,56,4,0
LAKE PARK,43.45224133,-95.32321949,FOSSIL FUEL ELECTRIC POWER GENERATION,4,4,4,2,1
LAKE MILLS,43.41821513,-93.53462433,FOSSIL FUEL ELECTRIC POWER GENERATION,14.6,14.6,14.6,3,0
LAMONI MUNICIPAL UTILITIES,40.62311308,-93.93415443,FOSSIL FUEL ELECTRIC POWER GENERATION,10.5,10,10.1,8,0
LA PORTE,42.31589914,-92.19274263,FOSSIL FUEL ELECTRIC POWER GENERATION,5.4,5.4,5.4,3,0
LAURENS,42.8486,-94.8506,FOSSIL FUEL ELECTRIC POWER GENERATION,9.1,8.3,8.3,5,0
LENOX,40.88,-94.5589,FOSSIL FUEL ELECTRIC POWER GENERATION,6.1,5.8,5.9,5,0
MANNING,41.90541931,-95.06481878,FOSSIL FUEL ELECTRIC POWER GENERATION,7.9,7.9,7.9,6,1
MAQUOKETA 1,42.03556,-90.665,FOSSIL FUEL ELECTRIC POWER GENERATION,24.4,22,22.8,9,0
MCGREGOR,43.02373,-91.17493,FOSSIL FUEL ELECTRIC POWER GENERATION,1.5,1.5,1.5,2,1
MILFORD,43.32574688,-95.14904432,FOSSIL FUEL ELECTRIC POWER GENERATION,6.5,6.5,6.5,5,0
MONTEZUMA,41.58603,-92.5228,FOSSIL FUEL ELECTRIC POWER GENERATION,9.8,9.6,9.8,8,0
MT PLEASANT,40.97230633,-91.55115681,FOSSIL FUEL ELECTRIC POWER GENERATION,24,24,24,12,1
MUSCATINE PLANT #1,41.38905289,-91.05878113,FOSSIL FUEL ELECTRIC POWER GENERATION,293.5,223,223,4,1
NEW HAMPTON,43.06882707,-92.32436397,FOSSIL FUEL ELECTRIC POWER GENERATION,26.5,24.1,24.1,5,1
OGDEN,42.04014529,-94.03057731,FOSSIL FUEL ELECTRIC POWER GENERATION,3.9,4,4,3,0
OSAGE (IA),43.27963434,-92.81063138,FOSSIL FUEL ELECTRIC POWER GENERATION,19,17.6,16.9,6,1
OTTUMWA CITY OF,41.01635714,-92.41477006,HYDROELECTRIC POWER GENERATION,3.2,3.2,3.2,3,0
PELLA,41.3981,-92.9144,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
PRESTON (IA),42.05076774,-90.3946034,FOSSIL FUEL ELECTRIC POWER GENERATION,3.6,3.8,3.8,2,0
PRIMGHAR,43.08581164,-95.62728982,FOSSIL FUEL ELECTRIC POWER GENERATION,1.7,1.5,1.5,2,0
ROCKFORD,43.05149072,-92.94723944,FOSSIL FUEL ELECTRIC POWER GENERATION,2.9,2.9,2.9,3,1
ROCK RAPIDS,43.42944,-96.16917,FOSSIL FUEL ELECTRIC POWER GENERATION,2.5,2.5,2.5,1,0
SIBLEY ONE,43.39677048,-95.75050377,FOSSIL FUEL ELECTRIC POWER GENERATION,5.2,4.8,5.1,3,0
SPENCER GAS TURBINE,43.14458,-95.14426,FOSSIL FUEL ELECTRIC POWER GENERATION,23.8,17,20,1,1
STATE CENTER,42.01732689,-93.16504129,FOSSIL FUEL ELECTRIC POWER GENERATION,6.3,6.3,6.3,5,0
STORY CITY,42.18608,-93.60048,FOSSIL FUEL ELECTRIC POWER GENERATION,13.9,13.5,13.6,6,1
STRAWBERRY POINT,42.68444,-91.53556,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
STUART (IA),41.50408402,-94.31727368,FOSSIL FUEL ELECTRIC POWER GENERATION,2.8,2.7,2.7,3,0
SUMNER,42.84633727,-92.09814226,FOSSIL FUEL ELECTRIC POWER GENERATION,5.6,5.5,5.5,3,1
TRAER MAIN,42.1929381,-92.46379965,FOSSIL FUEL ELECTRIC POWER GENERATION,3.5,3.2,3.2,3,0
VILLISCA MUNICIPAL POWER PLANT,40.93149644,-94.98578787,FOSSIL FUEL ELECTRIC POWER GENERATION,4,4,4,2,0
VINTON,42.1697687,-92.0228251,FOSSIL FUEL ELECTRIC POWER GENERATION,17.5,17.2,17.2,7,1
WEBSTER CITY,42.4711152,-93.81495435,FOSSIL FUEL ELECTRIC POWER GENERATION,21.3,20.7,25,1,1
WEST BEND,42.96115,-94.44557,FOSSIL FUEL ELECTRIC POWER GENERATION,6.7,6.4,6.4,4,0
WEST LIBERTY,41.56905148,-91.26412138,FOSSIL FUEL ELECTRIC POWER GENERATION,16.5,14.8,15.8,4,1
WHITTEMORE,43.06392774,-94.42232029,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
WILTON,41.58775,-91.01946,FOSSIL FUEL ELECTRIC POWER GENERATION,9.2,9.2,9.2,5,0
WINTERSET,41.33709023,-94.01313199,FOSSIL FUEL ELECTRIC POWER GENERATION,13.6,13.6,13.6,6,1
SUMMIT LAKE,41.11344958,-94.34761,FOSSIL FUEL ELECTRIC POWER GENERATION,84.8,76.6,88.6,5,1
EARL F WISDOM,43.1606,-95.2569,FOSSIL FUEL ELECTRIC POWER GENERATION,119.1,113.5,118,2,1
FAIR STATION,41.45708704,-90.82364226,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
BIRD CITY,39.75747182,-101.5325068,FOSSIL FUEL ELECTRIC POWER GENERATION,4,4,4,2,1
COLBY,39.40286787,-101.0373345,FOSSIL FUEL ELECTRIC POWER GENERATION,16,13,13,1,1
CIMARRON RIVER,37.15944216,-100.7630719,FOSSIL FUEL ELECTRIC POWER GENERATION,65,67.3,67.3,2,1
FORT DODGE,37.73293194,-99.95046962,FOSSIL FUEL ELECTRIC POWER GENERATION,149,148.8,148.8,1,1
GREAT BEND - SUNFLOWER,38.41003439,-98.86987999,FOSSIL FUEL ELECTRIC POWER GENERATION,81.6,99.7,99.7,1,1
RIVERTON,37.07262,-94.6987,FOSSIL FUEL ELECTRIC POWER GENERATION,300.2,294,331,4,1
GORDON EVANS ENERGY CENTER,37.79066168,-97.52151296,FOSSIL FUEL ELECTRIC POWER GENERATION,378,295.1,295.1,4,1
LA CYGNE,38.34859612,-94.64486118,FOSSIL FUEL ELECTRIC POWER GENERATION,1598.9,1426.6,1426.6,2,1
MURRAY GILL,37.59533776,-97.41350292,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
NEOSHO,37.30621435,-95.11190993,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
HUTCHINSON ENERGY CENTER,38.09010031,-97.87363497,FOSSIL FUEL ELECTRIC POWER GENERATION,285.7,219,219,5,1
LAWRENCE ENERGY CENTER,39.00844712,-95.26941942,FOSSIL FUEL ELECTRIC POWER GENERATION,517,485.3,485.3,2,1
ABILENE ENERGY CENTER COMBUSTION TURBINE,38.88331415,-97.20186827,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
TECUMSEH ENERGY CENTER,39.0539,-95.56889,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
ANTHONY,37.15153344,-98.0311,FOSSIL FUEL ELECTRIC POWER GENERATION,11.1,11.1,11.1,3,0
ASHLAND,37.19423967,-99.76293333,FOSSIL FUEL ELECTRIC POWER GENERATION,5.6,4.9,4.9,5,1
ATTICA,37.2419,-98.2336,NOT AVAILABLE,0,0,0,0,0
AUGUSTA ELECTRIC PLANT NO 1,37.67865086,-96.97181523,FOSSIL FUEL ELECTRIC POWER GENERATION,11.5,11.5,11.5,8,0
BALDWIN CITY PLANT NO 1,38.77463832,-95.18659734,FOSSIL FUEL ELECTRIC POWER GENERATION,4.2,2.9,2.9,3,0
BELLEVILLE,39.8327417,-97.63199731,FOSSIL FUEL ELECTRIC POWER GENERATION,14.3,14.3,14.3,5,1
BELOIT,39.4578,-98.11262117,FOSSIL FUEL ELECTRIC POWER GENERATION,19.3,16.6,16.6,7,0
BURLINGAME,38.7552836,-95.83720501,FOSSIL FUEL ELECTRIC POWER GENERATION,4,3.6,3.8,4,0
BURLINGTON (KS),38.19344626,-95.74964408,FOSSIL FUEL ELECTRIC POWER GENERATION,11.4,11.4,11.4,5,1
CHANUTE 1,37.67938247,-95.4532138,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
CHANUTE 2,37.69510013,-95.45853576,FOSSIL FUEL ELECTRIC POWER GENERATION,64,46,56,3,1
CLAY CENTER,39.37397,-97.12721,FOSSIL FUEL ELECTRIC POWER GENERATION,29.9,29.7,29.7,8,1
COFFEYVILLE,37.03749195,-95.61243895,FOSSIL FUEL ELECTRIC POWER GENERATION,44,41,42.2,3,1
COLBY CITY OF,39.39441,-101.05837,FOSSIL FUEL ELECTRIC POWER GENERATION,17.7,14.7,14.7,6,1
ELLINWOOD,38.35443214,-98.58346249,FOSSIL FUEL ELECTRIC POWER GENERATION,8.5,7.2,7.2,5,1
ELLIS,38.94722,-99.52861,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
ERIE,37.56720261,-95.23709311,FOSSIL FUEL ELECTRIC POWER GENERATION,4.3,3.9,3.9,4,0
GARNETT MUNICIPAL,38.26933413,-95.24496857,FOSSIL FUEL ELECTRIC POWER GENERATION,11.7,10.2,10.2,7,0
GIRARD,37.50745302,-94.83885363,FOSSIL FUEL ELECTRIC POWER GENERATION,10.8,9.5,9.6,4,1
GOODLAND,39.34156765,-101.7051091,FOSSIL FUEL ELECTRIC POWER GENERATION,18.7,16.1,17.7,8,1
HERINGTON,38.66587913,-96.94946815,FOSSIL FUEL ELECTRIC POWER GENERATION,1.6,1.5,1.5,1,0
HILL CITY,39.35787458,-99.84153181,FOSSIL FUEL ELECTRIC POWER GENERATION,6.9,6.2,6.4,6,1
HOISINGTON,38.51296178,-98.77462291,FOSSIL FUEL ELECTRIC POWER GENERATION,14,14.1,14.1,4,1
HOLTON,39.47359126,-95.73167548,FOSSIL FUEL ELECTRIC POWER GENERATION,21.5,19.4,20.9,8,0
HUGOTON 1,37.175,-101.3458,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
IOLA,37.92325846,-95.42589123,FOSSIL FUEL ELECTRIC POWER GENERATION,27.5,28.5,28.5,9,1
JETMORE,38.08026506,-99.89355097,FOSSIL FUEL ELECTRIC POWER GENERATION,2.5,2.5,2.5,1,1
KAW,39.0867,-94.65139,FOSSIL FUEL ELECTRIC POWER GENERATION,165.7,140.3,140.3,3,1
QUINDARO,39.14950933,-94.63985842,FOSSIL FUEL ELECTRIC POWER GENERATION,370.5,259,259,4,1
KINGMAN MUNICIPAL POWER AND LIGHT PLANT,37.64188077,-98.11761225,FOSSIL FUEL ELECTRIC POWER GENERATION,19.1,18,18.2,6,0
LA CROSSE,38.53188591,-99.30828878,FOSSIL FUEL ELECTRIC POWER GENERATION,5.5,5.5,5.5,4,1
GAS TURBINE (KS),38.17577886,-99.10077571,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,1
LARNED,38.17611393,-99.10031149,FOSSIL FUEL ELECTRIC POWER GENERATION,16.4,16,16,6,1
LINCOLN,39.03722493,-98.15298663,FOSSIL FUEL ELECTRIC POWER GENERATION,10.1,8.7,8.7,6,1
MCPHERSON 2,38.36374257,-97.68358279,FOSSIL FUEL ELECTRIC POWER GENERATION,214.8,153.8,180,3,1
MEADE,37.28521163,-100.3326768,FOSSIL FUEL ELECTRIC POWER GENERATION,8.2,6.6,7,5,0
MINNEAPOLIS CITY OF,39.1216945,-97.71185846,FOSSIL FUEL ELECTRIC POWER GENERATION,9.1,8,8,5,0
MULVANE POWER PLANT,37.47245,-97.24675,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
OAKELY,39.12877633,-100.8476962,NOT AVAILABLE,0,0,0,0,1
OBERLIN (KS),39.81737414,-100.5304062,FOSSIL FUEL ELECTRIC POWER GENERATION,6.9,5.2,5.2,5,0
OSAGE CITY,38.63309042,-95.82769906,FOSSIL FUEL ELECTRIC POWER GENERATION,12.7,11.5,11.5,9,1
OSAWATOMIE CITY OF,38.50160639,-94.96005855,FOSSIL FUEL ELECTRIC POWER GENERATION,6.6,5.6,5.6,3,0
OSBORNE,39.44198,-98.6903,FOSSIL FUEL ELECTRIC POWER GENERATION,7.1,4.6,5.1,6,0
OTTAWA,38.6153373,-95.27972334,FOSSIL FUEL ELECTRIC POWER GENERATION,19.2,18,18,4,0
PRATT,37.63598808,-98.7421607,FOSSIL FUEL ELECTRIC POWER GENERATION,15.5,14.5,14.5,2,1
RUSSELL DOWNTOWN,38.89358621,-98.85707087,FOSSIL FUEL ELECTRIC POWER GENERATION,15.7,14.4,14.4,5,1
SABETHA POWER PLANT,39.9052555,-95.80339142,FOSSIL FUEL ELECTRIC POWER GENERATION,21.8,18.7,18.7,11,0
ST FRANCIS,39.77089693,-101.8100157,FOSSIL FUEL ELECTRIC POWER GENERATION,5.1,5.1,5.1,3,1
ST JOHN,37.99413031,-98.7610752,FOSSIL FUEL ELECTRIC POWER GENERATION,5,5,5,3,0
SHARON SPRING,38.89030207,-101.7512706,FOSSIL FUEL ELECTRIC POWER GENERATION,3,3,3,4,0
STAFFORD,37.95614471,-98.59908178,FOSSIL FUEL ELECTRIC POWER GENERATION,2.5,2.5,2.5,2,0
